Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
823,11.65,0,0.174319632,4,55.5298,9,1999,1,0,1,619.8333
14,13.0,1,0.075295456,14,174.4054,0,1998,2,2,0,415.4994
340,12.695633368756642,0,0.063266852,4,120.6782,4,1985,3,0,0,81.68861
763,17.5,0,0.052525654,13,104.399,9,1999,1,0,1,1509.0682
352,9.6,0,0.036285125,6,141.2154,8,1997,3,0,1,2464.791
1396,8.895,0,0.12471467,9,111.4544,8,1997,3,0,1,2211.9548
1439,11.395,0,0.021694101,8,150.0708,3,2009,1,2,2,3174.369
1094,15.0,0,0.046366458,1,119.9414,6,2004,3,1,1,2288.5078
1044,18.2,0,0.012605492,13,137.818,6,2004,3,1,1,2772.1013
1429,8.42,0,0.112498699,8,62.8168,7,2002,2,1,1,1080.4146
320,8.775,0,0.021691386,6,110.5228,3,2009,1,2,2,1678.6975
1485,12.695633368756642,0,0.074046742,9,229.801,5,1985,1,2,3,4784.571
922,7.59,1,0.242768664,6,173.708,0,1998,2,2,0,227.86662
39,18.35,0,0.033401862,4,152.234,2,2007,2,1,1,2129.1746
86,17.25,0,0.042206477,4,170.2764,1,1987,0,2,1,3395.056
1523,9.195,0,0.048019877,9,104.2622,1,1987,0,2,1,1778.7208
26,10.1,0,0.167016095,14,241.5512,1,1987,0,2,1,1968.5524
1262,19.2,0,0.077664737,9,195.511,7,2002,2,1,1,3060.277
998,5.75,1,0.075155997,4,114.1176,6,2004,3,1,1,1870.4958
413,13.65,0,0.039816816,5,34.1558,6,2004,3,1,1,557.6471
1064,21.2,0,0.070964186,13,175.637,3,2009,1,2,2,4315.284
1146,9.5,1,0.022040367,10,194.1452,1,1987,0,2,1,3300.1284
1427,19.35,0,0.027770577,8,63.1168,7,2002,2,1,1,1023.1626
738,7.42,1,0.025735975,13,187.7872,6,2004,3,1,1,4332.7534
578,19.0,0,0.112150406,5,105.2622,7,2002,2,1,1,1704.0779
1025,11.0,0,0.105748691,1,123.1046,1,1987,0,2,1,2015.4586
369,15.5,1,0.025370468,0,81.1934,8,1997,3,0,1,1328.6564
461,12.695633368756642,1,0.063508168,6,113.8492,5,1985,1,2,3,3348.2358
226,6.92,0,0.038513862,4,61.5852,9,1999,1,0,1,556.39307
501,12.695633368756642,1,0.070362085,13,95.112,5,1985,1,2,3,2367.7056
827,20.0,1,0.028100349,6,46.9744,1,1987,0,2,1,294.50894
268,10.895,1,0.009661057,4,122.973,3,2009,1,2,2,1292.3872
200,12.695633368756642,0,0.044708228,4,86.2198,5,1985,1,2,3,2444.4849
341,15.6,1,0.099297902,4,60.5194,9,1999,1,0,1,774.4959
1378,7.93,0,0.071122419,8,43.7086,6,2004,3,1,1,1061.8785
1002,16.85,0,0.0,6,185.3266,6,2004,3,1,1,4012.7678
885,12.695633368756642,1,0.051920175,6,140.9838,4,1985,3,0,0,254.13316
1107,16.0,0,0.057148803,4,224.3404,9,1999,1,0,1,3044.4695
940,12.695633368756642,1,0.009820129,10,152.7366,5,1985,1,2,3,4521.1836
337,7.06,1,0.044148717,15,56.9904,2,2007,2,1,1,811.39984
1335,12.695633368756642,0,0.018148732,9,210.1954,4,1985,3,0,0,257.72534
114,18.35,0,0.015304311,7,105.7938,8,1997,3,0,1,1169.8329
150,20.35,0,0.141816013,13,122.2072,8,1997,3,0,1,1665.0463
151,7.75,0,0.04320284,0,95.6436,1,1987,0,2,1,1703.2336
1376,7.475,0,0.075727897,9,154.7656,8,1997,3,0,1,3039.0369
1474,10.895,0,0.020947887,8,257.5672,6,2004,3,1,1,6341.5034
1438,12.6,0,0.012480591,9,186.2556,0,1998,2,2,0,347.77808
1525,15.25,0,0.06127993,9,129.6968,9,1999,1,0,1,2268.94
1198,16.35,1,0.062399603,6,224.7062,6,2004,3,1,1,4673.484
576,20.0,1,0.104063695,3,104.5622,6,2004,3,1,1,2263.6711
1329,11.3,0,0.047708667,9,178.366,6,2004,3,1,1,3633.5645
777,9.27,0,0.061912597,4,150.105,7,2002,2,1,1,2501.875
775,12.65,0,0.035611045,0,228.301,2,2007,2,1,1,4011.9607
750,10.395,1,0.091172403,0,48.6008,8,1997,3,0,1,601.5978
549,12.695633368756642,0,0.009963834,13,250.8408,5,1985,1,2,3,6835.393
712,17.1,0,0.032694281,5,147.8392,7,2002,2,1,1,2090.223
1361,12.695633368756642,0,0.0,9,117.515,4,1985,3,0,0,175.79395
1160,15.6,0,0.025302804,13,176.8054,3,2009,1,2,2,2460.5798
1509,5.21,0,0.011027014,9,260.6962,9,1999,1,0,1,1945.0941
1280,12.695633368756642,0,0.0,9,36.2848,5,1985,1,2,3,1453.5094
353,18.5,0,0.052280828,13,117.3124,3,2009,1,2,2,1609.9396
843,20.35,0,0.083729547,10,184.4292,1,1987,0,2,1,3546.5117
980,19.2,1,0.094064368,5,187.0214,9,1999,1,0,1,3012.5486
430,7.51,0,0.017527666,6,228.001,2,2007,2,1,1,3756.7412
411,21.2,1,0.007055259,15,175.4738,7,2002,2,1,1,4014.6006
404,17.6,1,0.041445492,13,35.219,9,1999,1,0,1,533.03796
255,16.0,1,0.172726426,13,156.7972,6,2004,3,1,1,3349.4531
734,15.2,0,0.084284513,10,254.933,3,2009,1,2,2,4374.7207
558,13.35,0,0.06448577,13,239.4564,0,1998,2,2,0,443.42886
993,15.6,1,0.035499428,13,115.7518,6,2004,3,1,1,2293.7703
769,12.695633368756642,0,0.084343183,5,39.7796,5,1985,1,2,3,1009.8856
1121,6.785,1,0.023068402,13,209.7928,3,2009,1,2,2,2081.1604
221,20.85,0,0.021450443,6,103.6306,2,2007,2,1,1,1083.9077
1326,12.695633368756642,0,0.070227182,9,217.1192,5,1985,1,2,3,4832.632
35,9.395,0,0.159334462,14,224.372,8,1997,3,0,1,4413.497
286,12.695633368756642,0,0.032468955,5,236.1906,5,1985,1,2,3,6367.503
1389,17.7,0,0.051227193,9,127.2678,2,2007,2,1,1,2156.9924
1328,16.35,0,0.034643462,9,127.402,1,1987,0,2,1,1970.6833
1475,17.1,0,0.038956669,9,165.1842,2,2007,2,1,1,2642.4797
180,12.695633368756642,0,0.114317778,0,221.5114,5,1985,1,2,3,5628.17
1200,12.695633368756642,0,0.039725274,13,228.2694,5,1985,1,2,3,7405.814
701,6.3,0,0.127707501,3,211.327,7,2002,2,1,1,3838.6274
678,16.85,1,0.026573609,3,94.912,7,2002,2,1,1,1356.6027
449,18.25,0,0.060237241,15,164.9526,6,2004,3,1,1,2273.9802
543,15.2,0,0.091949401,13,227.4352,7,2002,2,1,1,4154.82
695,5.48,0,0.015095622,5,82.325,1,1987,0,2,1,2114.4717
1065,12.6,0,0.048881014,1,63.7194,7,2002,2,1,1,1102.4634
995,12.695633368756642,1,0.0,1,140.3838,5,1985,1,2,3,4400.8076
1446,20.35,0,0.065726925,9,128.6678,0,1998,2,2,0,40.016064
571,12.695633368756642,0,0.025636945,10,89.1172,5,1985,1,2,3,2777.8564
651,7.72,1,0.088502045,6,116.2466,9,1999,1,0,1,1978.2299
954,15.2,0,0.019073386,13,237.7248,7,2002,2,1,1,3506.9375
510,8.895,1,0.039200151,0,207.5296,3,2009,1,2,2,3692.1484
119,16.75,0,0.021344178,7,52.2298,2,2007,2,1,1,1034.0846
1404,5.175,0,0.030355463,8,35.0874,8,1997,3,0,1,739.8085
719,6.785,1,0.07027007,10,43.9112,0,1998,2,2,0,-180.94714
572,9.695,0,0.130733334,6,188.3898,2,2007,2,1,1,2748.3926
1163,9.8,1,0.140584452,0,52.3008,6,2004,3,1,1,829.5204
970,13.65,1,0.026597059,10,36.3532,6,2004,3,1,1,559.12933
780,7.35,1,0.014365128,6,242.8512,8,1997,3,0,1,3216.2083
39,18.35,0,0.033281349,4,154.134,7,2002,2,1,1,2059.2068
31,12.695633368756642,0,0.128309411,14,92.112,4,1985,3,0,0,371.5566
573,10.195,0,0.080619969,13,119.144,3,2009,1,2,2,1363.6237
295,12.85,0,0.181092301,6,231.6642,0,1998,2,2,0,428.42856
839,12.695633368756642,1,0.015887996,13,228.6352,5,1985,1,2,3,6820.6973
961,7.93,0,0.005559688,5,121.2414,7,2002,2,1,1,1650.4933
337,12.695633368756642,1,0.07686393,15,60.4904,4,1985,3,0,0,24.98874
1286,12.1,0,0.015431545,9,162.7526,6,2004,3,1,1,2536.483
535,8.985,0,0.183368339,6,100.07,6,2004,3,1,1,2047.4138
1492,5.485,0,0.042751812,8,164.5842,8,1997,3,0,1,2323.0298
300,16.7,0,0.070141633,4,214.985,6,2004,3,1,1,3183.807
1486,12.695633368756642,0,0.162626685,8,103.6674,4,1985,3,0,0,481.19006
514,20.7,1,0.100174939,6,123.2388,8,1997,3,0,1,2086.6074
1510,18.0,0,0.015513314,8,156.9604,3,2009,1,2,2,3542.1453
607,6.635,1,0.046081489,5,38.0506,6,2004,3,1,1,293.1459
891,6.895,0,0.022456327,10,141.2812,6,2004,3,1,1,2534.5566
97,18.25,0,0.044340045,7,173.908,7,2002,2,1,1,2660.6377
733,8.1,1,0.224830093,3,40.248,0,1998,2,2,0,86.004974
108,7.02,0,0.083464455,4,82.425,0,1998,2,2,0,764.44855
371,15.7,1,0.06337778,5,126.2046,0,1998,2,2,0,271.30878
194,16.25,0,0.057512493,6,125.5046,7,2002,2,1,1,1652.5887
641,11.8,1,0.025926223,10,99.9674,8,1997,3,0,1,1642.0223
127,6.11,1,0.152573001,14,45.1086,3,2009,1,2,2,801.80597
40,4.61,0,0.122550245,7,176.1396,1,1987,0,2,1,2592.036
63,17.5,0,0.097885516,14,172.6738,6,2004,3,1,1,3512.9973
433,12.695633368756642,0,0.08454227,0,107.128,5,1985,1,2,3,2517.593
164,12.695633368756642,1,0.083694927,5,124.8362,4,1985,3,0,0,390.04813
1086,19.2,0,0.124555719,3,90.3488,3,2009,1,2,2,1412.0558
355,16.2,0,0.103473165,3,103.799,8,1997,3,0,1,1353.4536
116,15.5,0,0.053372178,14,43.377,8,1997,3,0,1,577.2866
1308,8.51,0,0.051945908,9,141.547,8,1997,3,0,1,1556.469
430,7.51,0,0.029172707,6,228.201,0,1998,2,2,0,8.618964
839,12.695633368756642,1,0.027953194,13,229.4352,4,1985,3,0,0,843.5635
1355,9.8,0,0.09060629,11,195.0478,9,1999,1,0,1,3774.312
1290,14.0,0,0.024430294,9,42.6454,3,2009,1,2,2,251.53311
930,11.395,1,0.069695361,10,233.7616,9,1999,1,0,1,2459.7883
808,7.275,0,0.02800432,13,146.976,7,2002,2,1,1,2611.5544
179,10.5,1,0.116651733,0,162.421,6,2004,3,1,1,2549.9158
53,12.695633368756642,0,0.076364306,4,63.0536,5,1985,1,2,3,1850.0557
318,10.895,1,0.03258625,5,145.6102,3,2009,1,2,2,1601.7946
675,7.21,1,0.144631478,13,100.6332,8,1997,3,0,1,1361.7743
1126,12.695633368756642,1,0.113564473,4,92.6436,5,1985,1,2,3,2070.9565
950,11.65,1,0.010940934,10,110.4544,7,2002,2,1,1,1165.0278
983,7.63,1,0.134597662,13,44.7402,1,1987,0,2,1,849.7553
513,12.695633368756642,0,0.114329308,5,59.4246,5,1985,1,2,3,1789.0653
287,12.695633368756642,0,0.036268455,6,122.5046,4,1985,3,0,0,910.18427
937,12.3,0,0.111447593,0,33.4874,9,1999,1,0,1,616.0467
39,12.695633368756642,0,0.03305315,4,152.334,5,1985,1,2,3,3900.4944
680,9.395,1,0.220221011,5,88.1198,0,1998,2,2,0,169.11789
248,12.695633368756642,1,0.135767734,13,191.282,5,1985,1,2,3,5421.089
1117,17.2,0,0.156615836,10,160.6578,7,2002,2,1,1,2669.6152
918,14.85,0,0.018556186,3,187.1214,1,1987,0,2,1,3088.2847
961,7.93,0,0.00557982,5,121.1414,2,2007,2,1,1,1663.4954
981,12.695633368756642,1,0.043756113,6,216.3508,4,1985,3,0,0,656.0335
1104,12.695633368756642,0,0.0,1,85.4566,5,1985,1,2,3,2171.6428
1415,11.15,0,0.032256191,8,165.1526,8,1997,3,0,1,2302.663
584,17.85,0,0.046625941,10,152.3682,6,2004,3,1,1,2343.2334
491,18.5,1,0.062353714,5,145.4418,9,1999,1,0,1,2915.3557
802,14.3,1,0.0,0,98.7726,9,1999,1,0,1,1901.0653
83,13.8,0,0.09698132,4,55.593,1,1987,0,2,1,1247.2623
469,18.2,1,0.066241884,6,250.9092,1,1987,0,2,1,4777.363
247,14.6,1,0.04302561,6,110.0254,9,1999,1,0,1,1557.942
390,13.3,0,0.009579343,13,62.351,6,2004,3,1,1,1297.2264
865,5.735,0,0.095341405,6,178.037,0,1998,2,2,0,-146.1719
346,14.15,0,0.037985629,15,123.1046,7,2002,2,1,1,1574.9353
1428,12.695633368756642,0,0.050071843,9,152.4708,4,1985,3,0,0,578.5806
1458,17.85,0,0.0,8,96.8094,1,1987,0,2,1,1318.1697
163,20.35,1,0.030901894,4,254.2672,1,1987,0,2,1,2934.0952
175,10.895,0,0.064663519,6,194.0794,6,2004,3,1,1,2726.2754
181,19.7,0,0.065053427,3,86.6198,7,2002,2,1,1,1347.2363
1300,8.92,0,0.0,9,178.137,3,2009,1,2,2,2902.2827
127,12.695633368756642,1,0.15121816,14,45.9086,5,1985,1,2,3,1474.0679
368,12.695633368756642,0,0.056555477,13,214.2218,5,1985,1,2,3,5768.3687
778,20.35,1,0.151688857,10,80.6276,3,2009,1,2,2,768.8674
1473,13.6,0,0.010049688,9,174.937,2,2007,2,1,1,3352.809
1524,13.5,0,0.054944247,8,36.3874,1,1987,0,2,1,142.94626
847,10.8,0,0.028943289,13,239.6222,8,1997,3,0,1,6005.6836
573,10.195,0,0.080417724,13,121.244,9,1999,1,0,1,1410.5726
380,12.15,0,0.219568112,5,248.346,0,1998,2,2,0,748.8547
1023,11.5,0,0.0,13,125.6704,8,1997,3,0,1,2694.5325
309,11.15,0,0.119952711,4,45.2744,8,1997,3,0,1,945.2309
374,7.97,0,0.021535488,12,109.6596,8,1997,3,0,1,2269.7861
172,5.44,0,0.025479919,4,238.5538,8,1997,3,0,1,3093.2964
855,15.5,1,0.100970195,6,195.8768,7,2002,2,1,1,2960.3699
1401,17.0,0,0.05250462,8,121.673,2,2007,2,1,1,2358.209
275,12.695633368756642,1,0.113918065,0,87.9514,5,1985,1,2,3,3064.1763
223,8.8,0,0.07157425,13,207.9612,7,2002,2,1,1,2770.9126
63,17.5,0,0.097822555,14,175.4738,1,1987,0,2,1,3704.1409
1062,12.1,0,0.148381569,6,104.928,8,1997,3,0,1,1717.2313
377,12.695633368756642,1,0.026230365,3,39.1138,5,1985,1,2,3,1098.8743
1178,7.605,0,0.129972082,6,162.921,2,2007,2,1,1,2117.6138
410,11.5,1,0.037628842,13,109.5254,9,1999,1,0,1,1778.1283
418,12.695633368756642,0,0.121893603,15,261.3252,4,1985,3,0,0,-367.60464
1303,18.35,0,0.088965771,9,189.8504,6,2004,3,1,1,2954.1409
598,12.695633368756642,1,0.110885027,4,181.3318,4,1985,3,0,0,287.43326
1328,16.35,0,0.03466576,9,125.902,6,2004,3,1,1,2063.8933
94,10.1,0,0.0,7,60.7878,9,1999,1,0,1,827.6266
894,12.65,1,0.156014453,6,238.9538,6,2004,3,1,1,4151.614
26,10.1,0,0.167836117,14,241.0512,3,2009,1,2,2,3927.3293
1185,5.305,1,0.046989556,10,184.3608,1,1987,0,2,1,4011.302
1178,7.605,0,0.129767515,6,161.821,3,2009,1,2,2,2448.5862
838,12.695633368756642,0,0.02665921,13,111.157,5,1985,1,2,3,3789.978
1434,17.35,0,0.020591811,11,81.0618,9,1999,1,0,1,1131.8611
1239,20.7,1,0.07961949,0,98.6042,3,2009,1,2,2,1584.7639
1003,8.27,1,0.089693419,13,152.2708,9,1999,1,0,1,2514.5234
1188,14.15,1,0.02438425,6,194.411,1,1987,0,2,1,3102.6653
75,10.8,0,0.058671483,7,73.838,3,2009,1,2,2,1092.9105
190,12.695633368756642,1,0.156072361,4,240.2538,5,1985,1,2,3,6859.903
1190,18.6,0,0.047987061,13,186.8898,7,2002,2,1,1,3738.8765
635,6.42,0,0.053579102,4,177.3002,7,2002,2,1,1,2138.1003
1182,12.3,0,0.009408748,0,74.838,6,2004,3,1,1,884.50446
1390,15.6,0,0.066713516,11,184.2924,6,2004,3,1,1,3436.6572
531,8.645,0,0.036130545,3,52.6982,0,1998,2,2,0,49.05841
120,8.52,0,0.027036842,14,150.8682,1,1987,0,2,1,1991.7133
1349,9.895,0,0.060160503,9,232.2642,9,1999,1,0,1,2910.176
1152,10.195,0,0.051953489,1,33.8558,2,2007,2,1,1,322.1064
468,12.35,1,0.0,10,199.0426,1,1987,0,2,1,3842.7292
47,15.75,0,0.277579189,4,39.6506,0,1998,2,2,0,109.19992
620,13.8,0,0.013338995,3,109.7254,2,2007,2,1,1,2027.0387
738,7.42,1,0.025793045,13,187.9872,7,2002,2,1,1,3428.2524
341,15.6,1,0.099125013,4,63.0194,6,2004,3,1,1,1023.5122
318,10.895,1,0.032447909,5,146.9102,6,2004,3,1,1,2638.1086
619,12.695633368756642,0,0.062869397,2,132.8626,5,1985,1,2,3,3115.8857
255,12.695633368756642,1,0.1719225,13,156.7972,5,1985,1,2,3,4618.2725
1338,18.6,0,0.01270511,9,122.8414,3,2009,1,2,2,2475.6514
1298,12.5,0,0.103863648,9,168.8448,3,2009,1,2,2,2253.8018
1103,20.75,0,0.007583861,13,107.0622,3,2009,1,2,2,1053.59
426,20.35,0,0.060822826,0,234.6616,7,2002,2,1,1,3871.0405
1031,9.8,0,0.107320959,6,176.337,2,2007,2,1,1,2861.7888
849,17.85,0,0.087395867,1,194.2794,1,1987,0,2,1,3227.0144
646,12.695633368756642,1,0.08429269,0,40.6138,4,1985,3,0,0,-168.85942
1301,6.235,0,0.020280634,9,258.4962,3,2009,1,2,2,978.73676
1398,12.695633368756642,0,0.0,9,117.0808,5,1985,1,2,3,2941.8113
810,9.8,1,0.056474207,1,85.6908,9,1999,1,0,1,1263.7395
359,6.215,0,0.012148905,6,36.5848,8,1997,3,0,1,706.50397
1464,7.935,0,0.0,9,264.791,2,2007,2,1,1,1698.9775
943,16.6,0,0.102986542,6,117.9466,8,1997,3,0,1,1694.3912
476,15.1,0,0.05263512,10,244.2512,2,2007,2,1,1,4060.8254
925,10.395,0,0.112731284,13,59.922,2,2007,2,1,1,956.1693
1309,12.695633368756642,0,0.047147628,9,170.8422,5,1985,1,2,3,4988.9756
55,10.5,0,0.019088324,14,185.924,7,2002,2,1,1,3160.639
232,18.25,0,0.015365323,13,197.3084,2,2007,2,1,1,2835.8987
795,20.75,0,0.089765562,2,194.6478,2,2007,2,1,1,3685.462
762,8.185,0,0.046475348,6,47.9692,6,2004,3,1,1,794.1654
1091,9.5,1,0.035144569,6,171.8448,6,2004,3,1,1,2585.111
517,15.3,1,0.141879554,3,215.1218,0,1998,2,2,0,231.14183
991,19.35,1,0.058279823,6,237.4564,3,2009,1,2,2,2735.3257
1082,9.395,0,0.099321607,13,104.928,7,2002,2,1,1,1735.1532
1522,12.695633368756642,0,0.0148655,8,143.2154,5,1985,1,2,3,3642.9016
681,5.46,1,0.179191782,6,146.2786,0,1998,2,2,0,599.0214
39,18.35,0,0.033265629,4,152.334,9,1999,1,0,1,2136.3486
706,14.75,0,0.089827705,13,114.4518,2,2007,2,1,1,1931.2756
1233,19.7,1,0.030169768,10,103.799,0,1998,2,2,0,169.88434
1343,18.6,0,0.118848485,11,55.3588,2,2007,2,1,1,875.3566
958,20.25,1,0.0,3,184.6924,6,2004,3,1,1,4170.227
917,6.215,1,0.049612318,0,224.1062,6,2004,3,1,1,3749.3213
1379,13.0,0,0.083179333,9,62.0194,3,2009,1,2,2,1110.6268
736,11.5,0,0.174497541,6,128.8652,2,2007,2,1,1,2244.4268
1459,9.105,0,0.038541712,9,33.09,9,1999,1,0,1,500.89993
653,11.5,0,0.046123804,13,118.6124,8,1997,3,0,1,1625.9673
415,6.13,0,0.102768984,6,54.7298,2,2007,2,1,1,931.6101
773,12.85,0,0.033179231,13,171.5422,8,1997,3,0,1,2749.811
66,8.575,0,0.023923093,14,105.528,9,1999,1,0,1,1228.5271
951,9.695,1,0.047390108,5,245.0144,1,1987,0,2,1,4263.062
643,16.7,0,0.070333939,6,110.7912,7,2002,2,1,1,1476.6257
1419,5.5,0,0.078832748,11,101.5016,0,1998,2,2,0,278.1881
1498,11.8,0,0.0,8,177.2686,6,2004,3,1,1,3211.5527
1301,6.235,0,0.020181546,9,260.1962,1,1987,0,2,1,1109.6248
718,16.25,0,0.078153958,3,91.3804,6,2004,3,1,1,1284.5815
956,13.65,0,0.015898191,1,229.7668,1,1987,0,2,1,3794.5242
1137,12.695633368756642,0,0.09851376,5,36.7164,5,1985,1,2,3,710.5839
347,19.7,1,0.016297312,3,186.3556,2,2007,2,1,1,3450.012
1146,9.5,1,0.022183497,10,196.9452,2,2007,2,1,1,3630.9617
1285,19.7,0,0.026958635,9,98.5726,3,2009,1,2,2,1368.061
546,10.8,0,0.098331927,10,100.5042,1,1987,0,2,1,2186.4238
581,15.85,1,0.121879396,0,61.222,7,2002,2,1,1,1381.5286
566,9.6,0,0.051758515,13,259.462,2,2007,2,1,1,5205.9536
73,19.7,0,0.04126841,14,80.6592,0,1998,2,2,0,176.71295
808,7.275,0,0.027947642,13,146.876,8,1997,3,0,1,2520.1638
1201,8.195,0,0.031581072,0,93.4462,2,2007,2,1,1,1052.6854
689,13.5,1,0.12578499,13,261.691,3,2009,1,2,2,4794.013
1315,20.2,0,0.112299979,9,126.4046,6,2004,3,1,1,2124.1008
616,11.15,1,0.086417608,13,168.679,2,2007,2,1,1,2404.1038
1395,12.695633368756642,0,0.054672984,8,101.0358,5,1985,1,2,3,2584.9155
1471,8.6,0,0.0693587,9,89.9146,1,1987,0,2,1,1693.4728
276,12.695633368756642,0,0.088053052,3,117.0124,4,1985,3,0,0,610.9871
336,9.195,0,0.107801614,13,182.3634,1,1987,0,2,1,3692.363
988,10.8,0,0.08271731,4,192.6504,7,2002,2,1,1,3541.1082
211,17.75,0,0.014580169,6,157.5262,8,1997,3,0,1,3624.3237
1344,10.6,0,0.035391991,8,86.8224,2,2007,2,1,1,1572.6718
1223,7.935,0,0.017153018,4,48.135,6,2004,3,1,1,743.74756
490,11.5,1,0.125498428,5,99.7358,1,1987,0,2,1,1688.3134
404,17.6,1,0.041346719,13,37.819,1,1987,0,2,1,717.8972
950,11.65,1,0.010980551,10,110.7544,2,2007,2,1,1,1471.3447
366,12.85,0,0.033355494,6,198.5768,3,2009,1,2,2,2871.7844
1048,14.3,0,0.122548032,4,122.173,6,2004,3,1,1,2077.1995
910,12.6,0,0.024232347,4,36.1874,9,1999,1,0,1,524.1797
15,8.67,0,0.065806717,14,144.6128,2,2007,2,1,1,2370.8044
370,6.825,1,0.046707264,3,151.9998,9,1999,1,0,1,2159.2153
1050,20.7,1,0.0,5,118.6466,6,2004,3,1,1,1658.8652
1152,10.195,0,0.051741591,1,35.2558,9,1999,1,0,1,630.86774
1027,5.905,0,0.045643611,3,222.0456,6,2004,3,1,1,3731.5364
1074,12.695633368756642,0,0.081615145,0,38.6164,5,1985,1,2,3,963.0786
350,10.895,0,0.026989658,5,107.728,3,2009,1,2,2,1307.2145
156,7.52,0,0.055439323,6,130.0994,2,2007,2,1,1,1945.7808
440,6.405,0,0.136300946,13,126.0678,8,1997,3,0,1,2430.266
1417,12.5,0,0.018833177,8,97.8384,1,1987,0,2,1,1565.0175
1114,18.2,1,0.026211917,0,241.3196,2,2007,2,1,1,4236.7114
365,5.19,0,0.042585419,5,196.911,1,1987,0,2,1,2285.5273
868,7.05,1,0.055671183,1,222.3088,7,2002,2,1,1,3234.6228
852,9.035,1,0.173436917,10,150.0708,6,2004,3,1,1,2372.076
948,7.0,0,0.253421913,3,106.228,0,1998,2,2,0,303.71536
271,7.72,0,0.121419594,6,120.244,1,1987,0,2,1,2311.3696
822,12.695633368756642,1,0.02858175,3,116.4492,5,1985,1,2,3,2654.0679
811,6.195,1,0.10935376,0,120.4098,6,2004,3,1,1,1939.1096
670,6.615,1,0.092114847,3,248.7408,9,1999,1,0,1,4155.4805
1368,9.695,0,0.113844617,8,157.8604,1,1987,0,2,1,2122.651
693,12.695633368756642,0,0.060763988,2,164.0526,5,1985,1,2,3,3859.4841
331,9.3,0,0.089368341,3,143.8786,3,2009,1,2,2,2036.9573
165,7.1,0,0.18413701,6,172.808,0,1998,2,2,0,400.36404
1116,13.1,0,0.07492586,4,75.3354,6,2004,3,1,1,1723.2737
168,11.5,0,0.014890695,15,174.108,7,2002,2,1,1,4124.9746
370,6.825,1,0.046595951,3,153.0998,1,1987,0,2,1,2243.2202
339,6.52,0,0.044697626,3,166.5842,7,2002,2,1,1,2525.7112
78,8.26,0,0.034404287,7,113.5834,8,1997,3,0,1,1603.2329
811,12.695633368756642,1,0.108844791,0,118.5098,5,1985,1,2,3,3233.43
587,12.695633368756642,1,0.007111808,13,39.348,5,1985,1,2,3,1323.0789
9,12.695633368756642,0,0.037643694,14,192.0188,5,1985,1,2,3,7406.7524
265,15.0,0,0.118890636,13,227.9694,8,1997,3,0,1,4444.3657
352,9.6,0,0.036358713,6,140.0154,7,2002,2,1,1,2029.5654
919,10.695,1,0.127986136,4,120.344,7,2002,2,1,1,1875.7117
1541,9.6,0,0.024477166,8,189.6214,8,1997,3,0,1,3320.5054
332,9.5,1,0.133086933,5,230.1668,3,2009,1,2,2,3577.3794
826,13.5,1,0.159690469,6,144.2102,6,2004,3,1,1,2533.2207
1309,12.695633368756642,0,0.082951105,9,173.7422,4,1985,3,0,0,433.13815
1208,12.5,1,0.109992376,6,81.1592,8,1997,3,0,1,1189.1908
1339,18.7,0,0.046276017,8,154.2682,3,2009,1,2,2,2211.8657
391,12.5,0,0.071244009,15,127.102,8,1997,3,0,1,1823.5238
1408,7.27,0,0.046550645,8,100.4384,6,2004,3,1,1,1816.6516
1075,6.8,0,0.037649797,0,49.5034,3,2009,1,2,2,812.32935
1521,6.36,0,0.00600295,9,166.1526,3,2009,1,2,2,3181.4124
1259,11.395,0,0.009876591,8,48.2034,6,2004,3,1,1,886.44946
493,12.695633368756642,0,0.065799906,6,177.0054,4,1985,3,0,0,965.2906
417,8.63,1,0.032909657,13,112.9518,8,1997,3,0,1,1978.0428
623,10.0,0,0.064752101,6,243.3144,0,1998,2,2,0,569.28235
1065,12.6,0,0.081651205,1,61.6194,0,1998,2,2,0,124.56778
1110,12.85,0,0.022599777,6,179.2318,6,2004,3,1,1,3461.272
1353,11.0,0,0.03788768,8,40.648,6,2004,3,1,1,724.6496
556,16.25,1,0.049175079,6,151.5682,3,2009,1,2,2,2702.9805
1258,6.965,0,0.028543185,9,159.4604,6,2004,3,1,1,2884.5408
76,7.97,0,0.034446434,14,170.7422,6,2004,3,1,1,2975.2825
1374,12.15,0,0.0,11,254.004,9,1999,1,0,1,4259.988
31,15.35,0,0.073581718,14,94.412,3,2009,1,2,2,1446.3727
284,20.7,0,0.170768961,3,183.5266,2,2007,2,1,1,2964.1528
195,10.0,0,0.067208123,13,235.559,8,1997,3,0,1,2861.0562
129,7.85,0,0.162949459,7,145.0444,6,2004,3,1,1,1768.127
752,10.1,0,0.032232864,3,50.9008,3,2009,1,2,2,485.66245
1256,19.0,0,0.130065297,9,188.6872,2,2007,2,1,1,3058.644
920,12.15,1,0.042922946,10,184.695,2,2007,2,1,1,3156.799
1437,14.65,0,0.011235608,11,57.0614,3,2009,1,2,2,909.1924
362,8.235,0,0.082412268,0,148.5076,6,2004,3,1,1,2540.2222
624,20.2,0,0.06462627,13,256.2646,3,2009,1,2,2,4360.8574
